No errors
No warnings
684 ms
data source=metars
4755 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KCGC 052135Z AUTO 28008KT 10SM SCT017 13/10 A3008 RMK AO2,KCGC,2019-01-05T21:35:00Z,28.87,-82.57,13.0,10.0,280,8,,10.0,30.079725,,,TRUE,TRUE,,,,,,,SCT,1700,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KCBK 052135Z AUTO 09009KT 10SM CLR 10/03 A2993 RMK AO2,KCBK,2019-01-05T21:35:00Z,39.43,-101.05,10.0,3.0,90,9,,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,971.0
KBYY 052135Z AUTO 20004KT 10SM CLR 21/09 A3014 RMK AO2 T02170090,KBYY,2019-01-05T21:35:00Z,28.97,-95.87,21.7,9.0,200,4,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,14.0
KBYL 052135Z AUTO 25005KT 10SM CLR 12/03 A3003 RMK AO1,KBYL,2019-01-05T21:35:00Z,36.8,-84.2,12.0,3.0,250,5,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
KBXA 052135Z AUTO 30003KT 10SM CLR 19/05 A3017 RMK AO2 T01900047,KBXA,2019-01-05T21:35:00Z,30.82,-89.87,19.0,4.7,300,3,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,36.0
KBWW 052135Z AUTO 00000KT 10SM CLR 07/M03 A2983 RMK AO2,KBWW,2019-01-05T21:35:00Z,46.17,-103.3,7.0,-3.0,0,0,,10.0,29.828741,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,910.0
KBWD 052135Z AUTO 19007KT 10SM CLR 21/00 A3006 RMK AO1,KBWD,2019-01-05T21:35:00Z,31.8,-98.95,21.0,0.0,190,7,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,423.0
KDLO 052135Z AUTO 10006KT 10SM CLR 12/01 A2985 RMK AO2 T01180008,KDLO,2019-01-05T21:35:00Z,35.75,-119.23,11.8,0.8,100,6,,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,96.0
KBKS 052135Z AUTO 16009KT 10SM CLR 26/06 A3009 RMK AO1 T02560061,KBKS,2019-01-05T21:35:00Z,27.2,-98.12,25.6,6.1,160,9,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,34.0
KBPG 052135Z AUTO 22008KT 080V290 10SM CLR 19/M04 A3007 RMK AO2 T01901039,KBPG,2019-01-05T21:35:00Z,32.22,-101.52,19.0,-3.9,220,8,,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,784.0
KBQK 052135Z AUTO 27011G14KT 10SM CLR 15/07 A3000 RMK AO2,KBQK,2019-01-05T21:35:00Z,31.25,-81.47,15.0,7.0,270,11,14,10.0,30.0,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,8.0
KC29 052135Z AUTO 29008KT 10SM CLR 09/00 A2986 RMK AO1 T00910000,KC29,2019-01-05T21:35:00Z,43.12,-89.53,9.1,0.0,290,8,,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,283.0
KC83 052135Z AUTO 15012KT 10SM OVC048 13/07 A2967 RMK AO2,KC83,2019-01-05T21:35:00Z,37.83,-121.62,13.0,7.0,150,12,,10.0,29.66929,,,TRUE,TRUE,,,,,,,OVC,4800,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
KCCB 052135Z AUTO 26006KT 10SM FEW060 FEW070 12/02 A2997 RMK AO2,KCCB,2019-01-05T21:35:00Z,34.12,-117.68,12.0,2.0,260,6,,10.0,29.970472,,,TRUE,TRUE,,,,,,,FEW,6000,FEW,7000,,,,,VFR,,,,,,,,,,,,METAR,440.0
KCDH 052135Z AUTO 23006KT 10SM CLR 19/03 A3012 RMK AO2,KCDH,2019-01-05T21:35:00Z,33.62,-92.77,19.0,3.0,230,6,,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,35.0
KCDA 052135Z AUTO 00000KT 10SM CLR 00/M03 A2956 RMK AO2 T10041028,KCDA,2019-01-05T21:35:00Z,44.57,-72.02,-0.4,-2.8,0,0,,10.0,29.56004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,363.0
KCKC 052135Z AUTO 30007G17KT 259V329 10SM SCT013 BKN019 OVC026 M02/M05 A2984 RMK AO2,KCKC,2019-01-05T21:35:00Z,47.83,-90.37,-2.0,-5.0,300,7,17,10.0,29.840551,,,TRUE,TRUE,,,,,,,SCT,1300,BKN,1900,OVC,2600,,,MVFR,,,,,,,,,,,,SPECI,548.0
KCKP 052135Z AUTO 35006KT 10SM CLR 09/01 A2999 RMK AO2 T00920006,KCKP,2019-01-05T21:35:00Z,42.73,-95.55,9.2,0.6,350,6,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,374.0
KCMD 052135Z AUTO 00000KT 10SM CLR 14/01 A3012 RMK AO2 T01440008,KCMD,2019-01-05T21:35:00Z,34.27,-86.85,14.4,0.8,0,0,,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,294.0
KECU 052135Z AUTO 17010KT 10SM CLR 20/02 A3014 RMK AO2,KECU,2019-01-05T21:35:00Z,29.95,-100.17,20.0,2.0,170,10,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,725.0
KECS 052135Z AUTO 18007KT 10SM CLR 05/M05 A2994 RMK AO2,KECS,2019-01-05T21:35:00Z,43.88,-104.32,5.0,-5.0,180,7,,10.0,29.940945,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1273.0
KEDN 052135Z AUTO 32005KT 10SM CLR 16/03 A3011 RMK AO2 T01550028,KEDN,2019-01-05T21:35:00Z,31.3,-85.9,15.5,2.8,320,5,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,110.0
KEDU 052135Z AUTO 14013G20KT 10SM OVC046 10/07 A2966 RMK AO1,KEDU,2019-01-05T21:35:00Z,38.53,-121.78,10.0,7.0,140,13,20,10.0,29.660433,,,TRUE,TRUE,,,,,,,OVC,4600,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KEKS 052135Z AUTO 17018G26KT 10SM CLR 05/M07 A2984 RMK AO2,KEKS,2019-01-05T21:35:00Z,45.27,-111.65,5.0,-7.0,170,18,26,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1641.0
KETB 052135Z AUTO 27009G14KT 10SM CLR 07/00 A2981 RMK AO2,KETB,2019-01-05T21:35:00Z,43.42,-88.13,7.0,0.0,270,9,14,10.0,29.811024,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,270.0
KEVU 052135Z AUTO 21005KT 10SM CLR 15/M04 A2998 RMK AO2,KEVU,2019-01-05T21:35:00Z,40.35,-94.92,15.0,-4.0,210,5,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,349.0
KF05 052135Z AUTO 17007KT 10SM CLR 18/06 A3001 RMK AO1 T01770063,KF05,2019-01-05T21:35:00Z,34.23,-99.28,17.7,6.3,170,7,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,386.0
KFCH 052135Z AUTO 14008KT 10SM FEW110 14/03 A2984 RMK A01,KFCH,2019-01-05T21:35:00Z,36.72,-119.82,14.0,3.0,140,8,,10.0,29.840551,,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,85.0
KFEP 052135Z AUTO 24006KT 10SM CLR 07/04 A2992 RMK AO2 T00730037,KFEP,2019-01-05T21:35:00Z,42.25,-89.58,7.3,3.7,240,6,,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,262.0
KFKR 052135Z AUTO 26010KT 10SM CLR 11/06 A2994 RMK AO2 T01090055 TSNO,KFKR,2019-01-05T21:35:00Z,40.27,-86.57,10.9,5.5,260,10,,10.0,29.940945,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,262.0
KLHM 052135Z AUTO 13019G32KT 10SM OVC060 10/05 A2966 RMK AO1,KLHM,2019-01-05T21:35:00Z,38.92,-121.35,10.0,5.0,130,19,32,10.0,29.660433,,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,37.0
KLMO 052135Z AUTO 00000KT 10SM CLR 16/M08 A2996 RMK AO2 T01611078,KLMO,2019-01-05T21:35:00Z,40.17,-105.17,16.1,-7.8,0,0,,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1541.0
KLNP 052135Z AUTO 27004KT 10SM CLR 09/02 A2998 RMK AO2,KLNP,2019-01-05T21:35:00Z,36.97,-82.52,9.0,2.0,270,4,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,817.0
KLUG 052135Z AUTO 32004KT 10SM CLR 15/03 A3008 RMK A01,KLUG,2019-01-05T21:35:00Z,35.52,-86.8,15.0,3.0,320,4,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,219.0
KLZZ 052135Z AUTO 18006KT 10SM CLR 22/00 A3007 RMK AO2 P0001 T02161004,KLZZ,2019-01-05T21:35:00Z,31.1,-98.2,21.6,-0.4,180,6,,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,0.01,,,,,,METAR,371.0
KM02 052135Z AUTO 24007KT 10SM CLR 14/04 A3006 RMK A01,KM02,2019-01-05T21:35:00Z,36.13,-87.43,14.0,4.0,240,7,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,272.0
KM54 052135Z AUTO 25005KT 10SM CLR 14/04 A3006 RMK A01,KM54,2019-01-05T21:35:00Z,36.18,-86.32,14.0,4.0,250,5,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,180.0
KM08 052135Z AUTO 24007KT 10SM CLR 14/04 A3010 RMK A01,KM08,2019-01-05T21:35:00Z,35.22,-89.05,14.0,4.0,240,7,,10.0,30.100393,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,152.0
KM75 052135Z AUTO 12009KT 10SM CLR 08/M05 A2984 RMK A01,KM75,2019-01-05T21:35:00Z,48.37,-107.92,8.0,-5.0,120,9,,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,687.0
KMQB 052135Z AUTO 26007KT 10SM CLR 11/05 A2999 RMK AO2 T01100053,KMQB,2019-01-05T21:35:00Z,40.52,-90.65,11.0,5.3,260,7,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,215.0
KMOR 052135Z AUTO 24009KT 10SM CLR 11/03 A3001 RMK A01,KMOR,2019-01-05T21:35:00Z,36.18,-83.37,11.0,3.0,240,9,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,400.0
KMNV 052135Z AUTO 00000KT 10SM CLR 14/02 A3004 RMK A01,KMNV,2019-01-05T21:35:00Z,35.55,-84.38,14.0,2.0,0,0,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,314.0
KMMI 052135Z AUTO VRB04KT 10SM CLR 14/02 A3006 RMK A01,KMMI,2019-01-05T21:35:00Z,35.4,-84.57,14.0,2.0,0,4,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,266.0
KMMH 052135Z AUTO 11005KT 10SM -SN BKN043 OVC050 00/M08 A2979 RMK AO2 T10051084,KMMH,2019-01-05T21:35:00Z,37.62,-118.82,-0.5,-8.4,110,5,,10.0,29.790354,,,TRUE,TRUE,,,,,,-SN,BKN,4300,OVC,5000,,,,,VFR,,,,,,,,,,,,SPECI,2173.0
KMLJ 052135Z AUTO 31013G17KT 10SM CLR 16/03 A3002 RMK AO2,KMLJ,2019-01-05T21:35:00Z,33.15,-83.23,16.0,3.0,310,13,17,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,117.0
KMEV 052135Z AUTO 20025G43KT 9SM CLR 07/M09 A2966 RMK AO2,KMEV,2019-01-05T21:35:00Z,38.98,-119.75,7.0,-9.0,200,25,43,9.0,29.660433,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1439.0
KMCC 052135Z AUTO 13025G32KT 10SM OVC050 11/05 A2969 RMK AO2,KMCC,2019-01-05T21:35:00Z,38.67,-121.4,11.0,5.0,130,25,32,10.0,29.68996,,,TRUE,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,SPECI,23.0
KMBT 052135Z AUTO VRB03KT 10SM CLR 14/03 A3006 RMK A01,KMBT,2019-01-05T21:35:00Z,35.88,-86.38,14.0,3.0,0,3,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,188.0
KM91 052135Z AUTO 26004KT 10SM CLR 14/04 A3005 RMK A01,KM91,2019-01-05T21:35:00Z,36.53,-86.92,14.0,4.0,260,4,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,215.0
KMRC 052135Z AUTO 23005KT 10SM CLR 15/04 A3007 RMK A01,KMRC,2019-01-05T21:35:00Z,35.55,-87.18,15.0,4.0,230,5,,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,208.0
KDXX 052135Z AUTO 01010KT 10SM CLR 02/M01 A3002 RMK AO2,KDXX,2019-01-05T21:35:00Z,44.98,-96.18,2.0,-1.0,10,10,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,330.0
KDUX 052135Z AUTO 20012KT 10SM CLR 18/M02 A2996 RMK AO2 T01811017,KDUX,2019-01-05T21:35:00Z,35.85,-102.02,18.1,-1.7,200,12,,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1129.0
KDKX 052135Z AUTO 24006KT 10SM CLR 13/04 A3004 RMK A01,KDKX,2019-01-05T21:35:00Z,35.97,-83.87,13.0,4.0,240,6,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,254.0
KCXW 052135Z AUTO 17007KT 10SM CLR 17/06 A3008 RMK A01,KCXW,2019-01-05T21:35:00Z,35.02,-92.55,17.0,6.0,170,7,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,84.0
KCRX 052135Z AUTO 25006KT 10SM CLR 15/04 A3011 RMK AO2,KCRX,2019-01-05T21:35:00Z,34.92,-88.6,15.0,4.0,250,6,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,130.0
KCNB 052135Z AUTO 30009KT 270V340 10SM CLR 06/01 A3002 RMK AO2 T00580007,KCNB,2019-01-05T21:35:00Z,44.73,-96.27,5.8,0.7,300,9,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,364.0
KCMY 052135Z AUTO 00000KT 10SM CLR 09/00 A2988 RMK AO2 T00920003,KCMY,2019-01-05T21:35:00Z,43.97,-90.73,9.2,0.3,0,0,,10.0,29.878937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,256.0
KLVN 052135Z AUTO 27006KT 10SM CLR 06/01 A2995 RMK AO2,KLVN,2019-01-05T21:35:00Z,44.63,-93.23,6.0,1.0,270,6,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,293.0
KMWK 052135Z AUTO 27005KT 10SM CLR 14/02 A2989 RMK AO2 T01410022,KMWK,2019-01-05T21:35:00Z,36.47,-80.55,14.1,2.2,270,5,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,380.0
KTVK 052135Z AUTO 00000KT 10SM CLR 14/04 A2999 RMK AO2,KTVK,2019-01-05T21:35:00Z,40.68,-92.9,14.0,4.0,0,0,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,314.0
KEBS 052135Z AUTO 32005KT 10SM CLR 10/04 A2995 RMK AO2,KEBS,2019-01-05T21:35:00Z,42.42,-93.87,10.0,4.0,320,5,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,342.0
KSEF 052135Z AUTO 30011G18KT 10SM CLR 21/11 A3003 RMK AO2 T02140109,KSEF,2019-01-05T21:35:00Z,27.45,-81.35,21.4,10.9,300,11,18,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,19.0
KRQO 052135Z AUTO 17008KT CLR 11/05 A3002 RMK AO2 PWINO T01120053,KRQO,2019-01-05T21:35:00Z,35.47,-98.0,11.2,5.3,170,8,,,30.02067,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,,,,,,,,,,,,,SPECI,432.0
KFYJ 052135Z AUTO 27007KT 10SM BKN055 14/06 A2971 RMK AO1 T01360058,KFYJ,2019-01-05T21:35:00Z,37.52,-76.77,13.6,5.8,270,7,,10.0,29.71063,,,TRUE,TRUE,,,,,,,BKN,5500,,,,,,,VFR,,,,,,,,,,,,SPECI,7.0
KFRR 052135Z AUTO 06003KT 10SM CLR 10/02 A2972 RMK AO1,KFRR,2019-01-05T21:35:00Z,38.92,-78.25,10.0,2.0,60,3,,10.0,29.719488,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,216.0
KEAN 052135Z AUTO 19004KT 10SM SCT100 SCT120 11/M09 A2993 RMK AO2 T01051088,KEAN,2019-01-05T21:35:00Z,42.05,-104.93,10.5,-8.8,190,4,,10.0,29.929134,,,TRUE,TRUE,,,,,,,SCT,10000,SCT,12000,,,,,VFR,,,,,,,,,,,,METAR,1456.0
KDWX 052135Z AUTO 07005KT 10SM CLR 00/M07 A3007 RMK AO2 T10021074,KDWX,2019-01-05T21:35:00Z,41.03,-107.5,-0.2,-7.4,70,5,,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1996.0
KBWP 052135Z AUTO 35009KT 5SM OVC008 M02/M04 A3005 RMK AO1,KBWP,2019-01-05T21:35:00Z,46.25,-96.62,-2.0,-4.0,350,9,,5.0,30.050198,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,295.0
KBMC 052135Z AUTO 00000KT 7SM CLR M02/M07 A2993 RMK AO1 T10191071,KBMC,2019-01-05T21:35:00Z,41.55,-112.07,-1.9,-7.1,0,0,,7.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1288.0
K3J7 052135Z AUTO 27007KT 10SM CLR 16/03 A2997 RMK AO2,K3J7,2019-01-05T21:35:00Z,33.6,-83.13,16.0,3.0,270,7,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,206.0
K17J 052135Z AUTO 35007KT 10SM CLR 16/05 A3009 RMK AO2 T01640048,K17J,2019-01-05T21:35:00Z,31.07,-84.92,16.4,4.8,350,7,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,45.0
KY49 052135Z AUTO 30006KT 10SM CLR M01/M04 A2999 RMK AO2 T10061040,KY49,2019-01-05T21:35:00Z,47.13,-94.65,-0.6,-4.0,300,6,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,416.0
KXLL 052135Z AUTO 29005KT 10SM SCT055 SCT070 07/06 A2960 RMK AO2,KXLL,2019-01-05T21:35:00Z,40.57,-75.48,7.0,6.0,290,5,,10.0,29.601377,,,TRUE,TRUE,,,,,,,SCT,5500,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,122.0
KW78 052135Z AUTO 28005KT 10SM CLR 14/00 A2980 RMK AO1 T01440000,KW78,2019-01-05T21:35:00Z,36.68,-78.85,14.4,0.0,280,5,,10.0,29.799213,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,129.0
KW43 052135Z AUTO 29003KT 10SM CLR 07/M04 A2992 RMK AO2,KW43,2019-01-05T21:35:00Z,44.67,-104.57,7.0,-4.0,290,3,,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1300.0
KVYS 052135Z 10SM CLR 13/06 A2993 RMK AO2 T01250058,KVYS,2019-01-05T21:35:00Z,41.35,-89.15,12.5,5.8,,,,10.0,29.929134,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,199.0
KVER 052135Z AUTO 23005KT 10SM CLR 16/02 A3002 RMK AO2 T01550022,KVER,2019-01-05T21:35:00Z,38.95,-92.68,15.5,2.2,230,5,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,218.0
KUXL 052135Z AUTO 13007KT 10SM CLR 18/10 A3018 RMK AO2 T01830104,KUXL,2019-01-05T21:35:00Z,30.13,-93.38,18.3,10.4,130,7,,10.0,30.180119,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,4.0
KTOC 052135Z AUTO 27007KT 10SM CLR 16/02 A2997 RMK AO2 T01580016,KTOC,2019-01-05T21:35:00Z,34.6,-83.3,15.8,1.6,270,7,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,304.0
KTIP 052135Z AUTO 24010KT 10SM CLR 10/06 A2994 RMK AO2 T01010064,KTIP,2019-01-05T21:35:00Z,40.28,-88.15,10.1,6.4,240,10,,10.0,29.940945,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,225.0
KT82 052135Z AUTO 20009KT 10SM CLR 21/00 A3009 RMK AO2 T02071003,KT82,2019-01-05T21:35:00Z,30.25,-98.92,20.7,-0.3,200,9,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,517.0
KT35 052135Z AUTO 21005KT 10SM CLR 23/01 A3009 RMK AO2 T02270010,KT35,2019-01-05T21:35:00Z,30.88,-96.97,22.7,1.0,210,5,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,123.0
KSME 052135Z AUTO 23005KT 10SM CLR 10/03 A3005 RMK AO2,KSME,2019-01-05T21:35:00Z,37.05,-84.62,10.0,3.0,230,5,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,283.0
KSHD 052135Z AUTO 00000KT 10SM CLR 11/02 A2977 RMK AO2 T01080023,KSHD,2019-01-05T21:35:00Z,38.27,-78.9,10.8,2.3,0,0,,10.0,29.769686,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,366.0
KSFQ 052135Z AUTO 29009G15KT 10SM CLR 14/06 A2973 RMK AO2 T01420063,KSFQ,2019-01-05T21:35:00Z,36.68,-76.6,14.2,6.3,290,9,15,10.0,29.731298,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,22.0
KSBO 052135Z AUTO 29009KT 10SM CLR 17/05 A3001 RMK AO2,KSBO,2019-01-05T21:35:00Z,32.62,-82.37,17.0,5.0,290,9,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,100.0
KREG 052135Z AUTO 35007KT 10SM CLR 18/08 A3017 RMK AO2 T01810075,KREG,2019-01-05T21:35:00Z,30.17,-90.93,18.1,7.5,350,7,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,4.0
KRCR 052135Z AUTO 24009G15KT 10SM CLR 11/04 A2989 RMK AO2,KRCR,2019-01-05T21:35:00Z,41.07,-86.18,11.0,4.0,240,9,15,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,241.0
KPXE 052135Z AUTO 30010G14KT 10SM CLR 17/03 A3004 RMK AO2 T01660025,KPXE,2019-01-05T21:35:00Z,32.52,-83.77,16.6,2.5,300,10,14,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,127.0
KPTT 052135Z AUTO 14009KT 10SM CLR 18/M01 A2996 RMK AO2 T01761011,KPTT,2019-01-05T21:35:00Z,37.7,-98.75,17.6,-1.1,140,9,,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,595.0
KPSK 052135Z AUTO 27009G17KT 10SM CLR 10/02 A2988 RMK AO2 T01000015,KPSK,2019-01-05T21:35:00Z,37.12,-80.67,10.0,1.5,270,9,17,10.0,29.878937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,642.0
